ID,ID_REPOSITORY,ID_RUN,MATRICOLA_TRENO,ERRORE,SOTTOERRORE,CAB,DATE,ORARIO_MMI,DISTANZA,VELOCITA,NID_MACROAREA,NID_AREA,NID_PI,TIP,DIREZIONE,ASPETTO,DIREZIONE_DI_MARCIA,AIRGAP_INDEX,LUNGH_CONTATTO_ASW,LUNGH_CONTATTO_ABS,LUNGH_CONTATTO_INCR,FREQUENZA,N_SSC_TELEGRAMS,N_SSC_WRONG_TELEGRAMS,PERC_RIEMPIMENTO,TIMESTAMP,LOG_CANMVB_PATH,FKVERSIONE_SSB_SCMT,MODO_OP_SSC,TIPO_ERRORE,PC,TS,fkID_ALARM,ID_ISSUE
108293,FAL,6110052,SB          0011,59.0,LI,CAB_B,2022-06-29,14:56:46,59922,30,1,3,769,,PI_NORMAL,,,1510.9166666666667,,,,F1,,,,2022-06-29 14:56:46,SB__________0011\2022-06_JUNE\2022-06-29\SB__________0011_22-06-29_12-16-33_CANMVB_031.TXT.GZ,9.15.X.4F,SSC,ERRORE_NON_VITALE,350,9569058,ID_PI_ALARM_ML,0
7705371,FAL,6108890,SB          0009,,,CAB_B,2022-06-29,15:38:29,69377,29,1,3,769,PROTEZIONE,PI_NORMAL,ROSSO_GIALLO,DIR_NORMAL,2682.0,3397.0,3397.0,3397.0,F1,84.0,1.0,99.0,2022-06-29 15:38:29,,,,,,,ID_PI_ALARM_ML,0
108278,FAL,6108890,SB          0009,59.0,LI,CAB_B,2022-06-29,15:39:11,69727,29,1,3,769,,PI_NORMAL,,,1510.9166666666667,,,,F1,,,,2022-06-29 15:39:11,SB__________0009\2022-06_JUNE\2022-06-29\SB__________0009_22-06-29_11-34-21_CANMVB_018.TXT.GZ,9.15.X.4F,SSC,ERRORE_NON_VITALE,349,14616799,ID_PI_ALARM_ML,0
7706259,FAL,6110052,SB          0011,59.0,GG,CAB_A,2022-06-29,15:41:28,76353,49,1,3,769,PROTEZIONE,PI_NORMAL,ROSSO,DIR_REVERSE,1510.9166666666667,633.0,633.0,633.0,F1,3.0,1.0,75.0,2022-06-29 15:41:28,,,,,,,ID_PI_ALARM_ML,0
7706295,FAL,6110052,SB          0011,,,CAB_B,2022-06-29,16:53:55,105555,31,1,3,769,PROTEZIONE,PI_NORMAL,ROSSO_GIALLO,DIR_NORMAL,3157.0,3999.0,3999.0,3999.0,F1,101.0,0.0,100.0,2022-06-29 16:53:55,,,,,,,ID_PI_ALARM_ML,0
108298,FAL,6110052,SB          0011,59.0,LI,CAB_B,2022-06-29,16:54:35,105902,26,1,3,769,,PI_NORMAL,,,1510.9166666666667,,,,F1,,,,2022-06-29 16:54:35,SB__________0011\2022-06_JUNE\2022-06-29\SB__________0011_22-06-29_12-16-33_CANMVB_031.TXT.GZ,9.15.X.4F,SSC,ERRORE_NON_VITALE,347,16637808,ID_PI_ALARM_ML,0
7706299,FAL,6110052,SB          0011,59.0,GG,CAB_A,2022-06-29,17:44:05,122326,49,1,3,769,PROTEZIONE,PI_NORMAL,ROSSO,DIR_REVERSE,1510.9166666666667,206.0,206.0,206.0,F1,2.0,0.0,100.0,2022-06-29 17:44:05,,,,,,,ID_PI_ALARM_ML,0
7705787,FAL,6109318,SB          0009,,,CAB_B,2022-06-29,18:22:04,14097,29,1,3,769,PROTEZIONE,PI_NORMAL,ROSSO_GIALLO,DIR_NORMAL,2875.0,3642.0,3642.0,3642.0,F1,84.0,1.0,99.0,2022-06-29 18:22:04,,,,,,,ID_PI_ALARM_ML,0
108282,FAL,6109318,SB          0009,59.0,LI,CAB_B,2022-06-29,18:22:46,14447,29,1,3,769,,PI_NORMAL,,,1510.9166666666667,,,,F1,,,,2022-06-29 18:22:46,SB__________0009\2022-06_JUNE\2022-06-29\SB__________0009_22-06-29_17-52-01_CANMVB_008.TXT.GZ,9.15.X.4F,SSC,ERRORE_NON_VITALE,349,1760806,ID_PI_ALARM_ML,0
7706334,FAL,6110052,SB          0011,,,CAB_B,2022-06-29,19:24:19,151529,29,1,3,769,PROTEZIONE,PI_NORMAL,ROSSO_GIALLO,DIR_NORMAL,3408.0,4317.0,4317.0,4317.0,F1,110.0,0.0,100.0,2022-06-29 19:24:19,,,,,,,ID_PI_ALARM_ML,0
108306,FAL,6110052,SB          0011,59.0,LI,CAB_B,2022-06-29,19:25:01,151878,29,1,3,769,,PI_NORMAL,,,1510.9166666666667,,,,F1,,,,2022-06-29 19:25:01,SB__________0011\2022-06_JUNE\2022-06-29\SB__________0011_22-06-29_12-16-33_CANMVB_031.TXT.GZ,9.15.X.4F,SSC,ERRORE_NON_VITALE,349,25664058,ID_PI_ALARM_ML,0
7705823,FAL,6109318,SB          0009,,,CAB_B,2022-06-29,20:22:58,59110,30,1,3,769,PROTEZIONE,PI_NORMAL,ROSSO_GIALLO,DIR_NORMAL,2821.0,3573.0,3573.0,3573.0,F1,91.0,0.0,100.0,2022-06-29 20:22:58,,,,,,,ID_PI_ALARM_ML,0
7706339,FAL,6110052,SB          0011,59.0,GG,CAB_A,2022-06-29,20:40:47,168321,52,1,3,769,PROTEZIONE,PI_NORMAL,ROSSO,DIR_REVERSE,1510.9166666666667,395.0,395.0,395.0,F1,4.0,0.0,100.0,2022-06-29 20:40:47,,,,,,,ID_PI_ALARM_ML,0
7706376,FAL,6110052,SB          0011,,,CAB_B,2022-06-29,21:43:33,196510,29,1,3,769,PROTEZIONE,PI_NORMAL,ROSSO_GIALLO,DIR_NORMAL,3188.0,4038.0,4038.0,4038.0,F1,106.0,0.0,100.0,2022-06-29 21:43:33,,,,,,,ID_PI_ALARM_ML,0
7706381,FAL,6110052,SB          0011,59.0,GG,CAB_A,2022-06-29,22:18:32,213300,54,1,3,769,PROTEZIONE,PI_NORMAL,ROSSO,DIR_REVERSE,1510.9166666666667,299.0,299.0,299.0,F1,2.0,0.0,100.0,2022-06-29 22:18:32,,,,,,,ID_PI_ALARM_ML,0
