ID,ID_REPOSITORY,ID_RUN,MATRICOLA_TRENO,ERRORE,SOTTOERRORE,CAB,DATE,ORARIO_MMI,DISTANZA,VELOCITA,NID_MACROAREA,NID_AREA,NID_PI,TIP,DIREZIONE,ASPETTO,DIREZIONE_DI_MARCIA,AIRGAP_INDEX,LUNGH_CONTATTO_ASW,LUNGH_CONTATTO_ABS,LUNGH_CONTATTO_INCR,FREQUENZA,N_SSC_TELEGRAMS,N_SSC_WRONG_TELEGRAMS,PERC_RIEMPIMENTO,TIMESTAMP,LOG_CANMVB_PATH,FKVERSIONE_SSB_SCMT,MODO_OP_SSC,TIPO_ERRORE,PC,TS,fkID_ALARM,ID_ISSUE
7691025,FAL,6092098,ST          0008,,,CAB_A,2022-06-23,12:06:09,26338,24,3,1,232,PARTENZA_CT,PI_REVERSE,VERDE,NEUTRO,1474.0,1867.0,1867.0,1867.0,F2,48.0,1.0,98.0,2022-06-23 12:06:09,,,,,,,ID_TRAIN_ALARM_ML,0
7691026,FAL,6092098,ST          0008,,,CAB_A,2022-06-23,12:10:09,28356,49,3,1,226,AVVISO,PI_REVERSE,VERDE,DIR_REVERSE,2423.0,3069.0,3069.0,3069.0,F1,47.0,0.0,100.0,2022-06-23 12:10:09,,,,,,,ID_TRAIN_ALARM_ML,0
7691027,FAL,6092098,ST          0008,,,CAB_A,2022-06-23,12:11:28,29360,36,3,1,225,PROTEZIONE,PI_REVERSE,GIALLO,DIR_REVERSE,2220.0,2812.0,2812.0,2812.0,F1,56.0,0.0,100.0,2022-06-23 12:11:28,,,,,,,ID_TRAIN_ALARM_ML,0
7691028,FAL,6092098,ST          0008,,,CAB_A,2022-06-23,12:13:52,30042,16,3,1,218,PARTENZA_CT,PI_REVERSE,VERDE,DIR_REVERSE,2287.0,2897.0,2897.0,2897.0,F1,100.0,2.0,98.0,2022-06-23 12:13:52,,,,,,,ID_TRAIN_ALARM_ML,0
7691029,FAL,6092098,ST          0008,,,CAB_A,2022-06-23,12:17:24,32234,75,3,1,215,PVPL,PI_REVERSE,VERDE,DIR_REVERSE,2535.0,3211.0,3211.0,3211.0,F1,34.0,0.0,100.0,2022-06-23 12:17:24,,,,,,,ID_TRAIN_ALARM_ML,0
7691030,FAL,6092098,ST          0008,,,CAB_A,2022-06-23,12:19:33,34975,74,3,1,210,AVVISO,PI_REVERSE,VERDE,DIR_REVERSE,2999.0,3799.0,3799.0,3799.0,F1,33.0,0.0,100.0,2022-06-23 12:19:33,,,,,,,ID_TRAIN_ALARM_ML,0
7691031,FAL,6092098,ST          0008,,,CAB_A,2022-06-23,12:20:29,35982,50,3,1,209,PROTEZIONE,PI_REVERSE,GIALLO,DIR_REVERSE,1954.0,2475.0,2475.0,2475.0,F1,37.0,1.0,97.0,2022-06-23 12:20:29,,,,,,,ID_TRAIN_ALARM_ML,0
7691032,FAL,6092098,ST          0008,,,CAB_A,2022-06-23,12:26:55,36589,22,3,1,202,PARTENZA_CT,PI_REVERSE,VERDE,DIR_REVERSE,3027.0,3834.0,3834.0,3834.0,F1,112.0,1.0,99.0,2022-06-23 12:26:55,,,,,,,ID_TRAIN_ALARM_ML,0
7691033,FAL,6092098,ST          0008,,,CAB_A,2022-06-23,12:29:21,38696,65,3,1,176,AVVISO,PI_REVERSE,VERDE,DIR_REVERSE,2473.0,3132.0,3132.0,3132.0,F1,34.0,0.0,100.0,2022-06-23 12:29:21,,,,,,,ID_TRAIN_ALARM_ML,0
7691034,FAL,6092098,ST          0008,,,CAB_A,2022-06-23,12:30:37,39997,54,3,1,175,PROTEZIONE,PI_REVERSE,VERDE,DIR_REVERSE,2443.0,3094.0,3094.0,3094.0,F1,43.0,1.0,98.0,2022-06-23 12:30:37,,,,,,,ID_TRAIN_ALARM_ML,0
