ID,ID_REPOSITORY,ID_RUN,MATRICOLA_TRENO,ERRORE,SOTTOERRORE,CAB,DATE,ORARIO_MMI,DISTANZA,VELOCITA,NID_MACROAREA,NID_AREA,NID_PI,TIP,DIREZIONE,ASPETTO,DIREZIONE_DI_MARCIA,AIRGAP_INDEX,LUNGH_CONTATTO_ASW,LUNGH_CONTATTO_ABS,LUNGH_CONTATTO_INCR,FREQUENZA,N_SSC_TELEGRAMS,N_SSC_WRONG_TELEGRAMS,PERC_RIEMPIMENTO,TIMESTAMP,LOG_CANMVB_PATH,FKVERSIONE_SSB_SCMT,MODO_OP_SSC,TIPO_ERRORE,PC,TS,fkID_ALARM,ID_ISSUE
7755870,FAL,6162440,SB          0009,,,CAB_B,2022-07-16,12:10:52,556,20,3,1,327,PARTENZA_DEV,PI_NORMAL,ROSSO_VERDE,NEUTRO,1610.0,2039.0,2039.0,2039.0,F1,66.0,4.0,94.0,2022-07-16 12:10:52,,,,,,,ID_TRAIN_ALARM_ML,0
7755871,FAL,6162440,SB          0009,,,CAB_B,2022-07-16,12:14:38,2794,40,3,1,323,AVVISO,PI_NORMAL,VERDE,DIR_NORMAL,1610.0,2039.0,2039.0,2039.0,F1,37.0,2.0,95.0,2022-07-16 12:14:38,,,,,,,ID_TRAIN_ALARM_ML,0
7755872,FAL,6162440,SB          0009,,,CAB_B,2022-07-16,12:15:59,3217,25,3,1,322,PROTEZIONE,PI_NORMAL,GIALLO,DIR_NORMAL,1790.0,2267.0,2267.0,2267.0,F1,47.0,2.0,96.0,2022-07-16 12:15:59,,,,,,,ID_TRAIN_ALARM_ML,0
7755873,FAL,6162440,SB          0009,,,CAB_B,2022-07-16,12:17:32,3661,21,3,1,315,PARTENZA_CT,PI_NORMAL,VERDE,DIR_NORMAL,1378.0,1745.0,1745.0,1745.0,F1,62.0,0.0,100.0,2022-07-16 12:17:32,,,,,,,ID_TRAIN_ALARM_ML,0
7755874,FAL,6162440,SB          0009,,,CAB_B,2022-07-16,12:17:39,3701,25,3,1,313,PARTENZA_CT,PI_NORMAL,VERDE,DIR_NORMAL,2011.0,2547.0,2547.0,2547.0,F1,64.0,6.0,91.0,2022-07-16 12:17:39,,,,,,,ID_TRAIN_ALARM_ML,0
7755875,FAL,6162440,SB          0009,,,CAB_B,2022-07-16,12:18:38,4242,30,3,1,311,PROTEZIONE,PI_NORMAL,GIALLO,DIR_NORMAL,1254.0,1588.0,1588.0,1588.0,F1,37.0,4.0,90.0,2022-07-16 12:18:38,,,,,,,ID_TRAIN_ALARM_ML,0
7755400,FAL,6162425,SBT         0007,,,CAB_B,2022-07-16,16:07:27,11853,22,3,1,145,PARTENZA_CT,PI_NORMAL,VERDE,NEUTRO,2076.0,2629.0,2629.0,2629.0,F2,65.0,0.0,100.0,2022-07-16 16:07:27,,,,,,,ID_TRAIN_ALARM_ML,1
7755401,FAL,6162425,SBT         0007,,,CAB_B,2022-07-16,16:10:03,14334,88,3,1,157,PVPL,PI_NORMAL,VERDE,DIR_NORMAL,1186.0,1502.0,1502.0,1502.0,F1,14.0,0.0,100.0,2022-07-16 16:10:03,,,,,,,ID_TRAIN_ALARM_ML,1
7755402,FAL,6162425,SBT         0007,,,CAB_B,2022-07-16,16:11:53,17012,88,3,1,159,PVPL,PI_NORMAL,VERDE,DIR_NORMAL,1511.0,1914.0,1914.0,1914.0,F1,18.0,1.0,95.0,2022-07-16 16:11:53,,,,,,,ID_TRAIN_ALARM_ML,1
7755403,FAL,6162425,SBT         0007,,,CAB_B,2022-07-16,16:13:38,19617,87,3,1,164,PVPL,PI_NORMAL,VERDE,DIR_NORMAL,1260.0,1596.0,1596.0,1596.0,F1,15.0,2.0,88.0,2022-07-16 16:13:38,,,,,,,ID_TRAIN_ALARM_ML,1
7755404,FAL,6162425,SBT         0007,,,CAB_B,2022-07-16,16:15:25,22221,82,3,1,166,AVVISO,PI_NORMAL,VERDE,DIR_NORMAL,1291.0,1635.0,1635.0,1635.0,F1,16.0,1.0,94.0,2022-07-16 16:15:25,,,,,,,ID_TRAIN_ALARM_ML,1
