ID,ID_REPOSITORY,ID_RUN,MATRICOLA_TRENO,ERRORE,SOTTOERRORE,CAB,DATE,ORARIO_MMI,DISTANZA,VELOCITA,NID_MACROAREA,NID_AREA,NID_PI,TIP,DIREZIONE,ASPETTO,DIREZIONE_DI_MARCIA,AIRGAP_INDEX,LUNGH_CONTATTO_ASW,LUNGH_CONTATTO_ABS,LUNGH_CONTATTO_INCR,FREQUENZA,N_SSC_TELEGRAMS,N_SSC_WRONG_TELEGRAMS,PERC_RIEMPIMENTO,TIMESTAMP,LOG_CANMVB_PATH,FKVERSIONE_SSB_SCMT,MODO_OP_SSC,TIPO_ERRORE,PC,TS,fkID_ALARM,ID_ISSUE
7739753,FAL,6147235,SB          0011,59.0,GG,CAB_A,2022-07-11,16:37:08,223460,50,1,3,769,PROTEZIONE,PI_NORMAL,ROSSO,DIR_REVERSE,1544.7,429.0,429.0,429.0,F1,3.0,0.0,100.0,2022-07-11 16:37:08,,,,,,,ID_PI_ALARM_ML,0
7739936,FAL,6147307,F300        0314,,,CAB_B,2022-07-11,16:53:55,13709,26,1,3,769,PROTEZIONE,PI_NORMAL,ROSSO_GIALLO,DIR_NORMAL,2969.0,3761.0,3761.0,3761.0,F1,96.0,0.0,100.0,2022-07-11 16:53:55,,,,,,,ID_PI_ALARM_ML,0
108920,FAL,6147307,F300        0314,59.0,LI,CAB_B,2022-07-11,16:54:39,14038,26,1,3,769,,PI_NORMAL,,,1544.7,,,,F1,,,,2022-07-11 16:54:39,F300________0314\2022-07_JULY\2022-07-11\F300________0314_22-07-11_16-16-41_CANMVB_019.TXT.GZ,9.15.X.4F,SSC,ERRORE_NON_VITALE,328,2303797,ID_PI_ALARM_ML,0
7739790,FAL,6147235,SB          0011,,,CAB_B,2022-07-11,18:22:01,251658,31,1,3,769,PROTEZIONE,PI_NORMAL,ROSSO_GIALLO,DIR_NORMAL,3319.0,4204.0,4204.0,4204.0,F1,103.0,0.0,100.0,2022-07-11 18:22:01,,,,,,,ID_PI_ALARM_ML,0
7739973,FAL,6147307,F300        0314,,,CAB_B,2022-07-11,19:22:34,56103,26,1,3,769,PROTEZIONE,PI_NORMAL,ROSSO_GIALLO,DIR_NORMAL,2950.0,3737.0,3737.0,3737.0,F1,98.0,0.0,100.0,2022-07-11 19:22:34,,,,,,,ID_PI_ALARM_ML,0
108922,FAL,6147307,F300        0314,59.0,LI,CAB_B,2022-07-11,19:23:18,56432,26,1,3,769,,PI_NORMAL,,,1544.7,,,,F1,,,,2022-07-11 19:23:18,F300________0314\2022-07_JULY\2022-07-11\F300________0314_22-07-11_16-16-41_CANMVB_019.TXT.GZ,9.15.X.4F,SSC,ERRORE_NON_VITALE,328,11222559,ID_PI_ALARM_ML,0
7739831,FAL,6147235,SB          0011,,,CAB_B,2022-07-11,20:21:54,296634,29,1,3,769,PROTEZIONE,PI_NORMAL,ROSSO_GIALLO,DIR_NORMAL,3146.0,3985.0,3985.0,3985.0,F1,105.0,0.0,100.0,2022-07-11 20:21:54,,,,,,,ID_PI_ALARM_ML,0
7740010,FAL,6147307,F300        0314,,,CAB_B,2022-07-11,21:42:58,98488,26,1,3,769,PROTEZIONE,PI_NORMAL,ROSSO_GIALLO,DIR_NORMAL,3063.0,3880.0,3880.0,3880.0,F1,102.0,0.0,100.0,2022-07-11 21:42:58,,,,,,,ID_PI_ALARM_ML,0
108925,FAL,6147307,F300        0314,59.0,LI,CAB_B,2022-07-11,21:43:41,98816,26,1,3,769,,PI_NORMAL,,,1544.7,,,,F1,,,,2022-07-11 21:43:41,F300________0314\2022-07_JULY\2022-07-11\F300________0314_22-07-11_16-16-41_CANMVB_019.TXT.GZ,9.15.X.4F,SSC,ERRORE_NON_VITALE,327,19645810,ID_PI_ALARM_ML,0
7739836,FAL,6147235,SB          0011,59.0,GG,CAB_A,2022-07-11,21:45:51,313406,50,1,3,769,PROTEZIONE,PI_NORMAL,ROSSO,DIR_REVERSE,1544.7,334.0,334.0,334.0,F1,6.0,0.0,100.0,2022-07-11 21:45:51,,,,,,,ID_PI_ALARM_ML,0
108957,FAL,6148529,SB          0011,59.0,GG,CAB_B,2022-07-12,05:42:54,14536,23,1,3,769,,PI_NORMAL,,,1544.7,,,,F1,,,,2022-07-12 05:42:54,SB__________0011\2022-07_JULY\2022-07-12\SB__________0011_22-07-12_04-35-33_CANMVB_021.TXT.GZ,9.15.X.4F,SSC,ERRORE_NON_VITALE,347,4092058,ID_PI_ALARM_ML,0
108966,FAL,6148529,SB          0011,59.0,GG,CAB_B,2022-07-12,07:17:29,59484,32,1,3,769,,PI_NORMAL,,,1544.7,,,,F1,,,,2022-07-12 07:17:29,SB__________0011\2022-07_JULY\2022-07-12\SB__________0011_22-07-12_04-35-33_CANMVB_021.TXT.GZ,9.15.X.4F,SSC,ERRORE_NON_VITALE,349,9768059,ID_PI_ALARM_ML,0
108947,FAL,6148223,F300        0314,59.0,LI,CAB_B,2022-07-12,08:18:19,56003,26,1,3,769,,PI_NORMAL,,,1544.7,,,,F1,,,,2022-07-12 08:18:19,F300________0314\2022-07_JULY\2022-07-12\F300________0314_22-07-12_05-22-11_CANMVB_012.TXT.GZ,9.15.X.4F,SSC,ERRORE_NON_VITALE,328,10451809,ID_PI_ALARM_ML,0
108953,FAL,6148380,SB          0009,59.0,LI,CAB_B,2022-07-12,09:33:55,15368,30,1,3,769,,PI_NORMAL,,,1544.7,,,,F1,,,,2022-07-12 09:33:55,SB__________0009\2022-07_JULY\2022-07-12\SB__________0009_22-07-12_08-13-32_CANMVB_007.TXT.GZ,9.15.X.4F,SSC,ERRORE_NON_VITALE,350,4864549,ID_PI_ALARM_ML,0
108973,FAL,6148529,SB          0011,59.0,GG,CAB_B,2022-07-12,10:38:40,105391,28,1,3,769,,PI_NORMAL,,,1544.7,,,,F1,,,,2022-07-12 10:38:40,SB__________0011\2022-07_JULY\2022-07-12\SB__________0011_22-07-12_04-35-33_CANMVB_021.TXT.GZ,9.15.X.4F,SSC,ERRORE_NON_VITALE,347,21839310,ID_PI_ALARM_ML,0
7739612,FAL,6147235,SB          0011,,,CAB_B,2022-07-11,08:12:31,56927,38,2,3,772,PVPL,PI_NORMAL,VERDE,DIR_NORMAL,3162.0,4005.0,4005.0,4005.0,F1,74.0,1.0,99.0,2022-07-11 08:12:31,,,,,,,ID_PI_ALARM_ML,1
7737679,FAL,6145162,SB          0009,,,CAB_B,2022-07-11,09:31:19,42626,45,2,3,772,PVPL,PI_NORMAL,VERDE,DIR_NORMAL,3165.0,4009.0,4009.0,4009.0,F1,61.0,0.0,100.0,2022-07-11 09:31:19,,,,,,,ID_PI_ALARM_ML,1
7739654,FAL,6147235,SB          0011,,,CAB_B,2022-07-11,10:34:03,102780,37,2,3,772,PVPL,PI_NORMAL,VERDE,DIR_NORMAL,2927.0,3707.0,3707.0,3707.0,F1,70.0,1.0,99.0,2022-07-11 10:34:03,,,,,,,ID_PI_ALARM_ML,1
7738420,FAL,6145856,F300        0314,,,CAB_B,2022-07-11,12:13:43,11204,42,2,3,772,PVPL,PI_NORMAL,VERDE,DIR_NORMAL,2895.0,3667.0,3667.0,3667.0,F1,61.0,0.0,100.0,2022-07-11 12:13:43,,,,,,,ID_PI_ALARM_ML,1
7739708,FAL,6147235,SB          0011,,,CAB_B,2022-07-11,13:36:39,157573,43,2,3,772,PVPL,PI_NORMAL,VERDE,DIR_NORMAL,2682.0,3397.0,3397.0,3397.0,F1,56.0,0.0,100.0,2022-07-11 13:36:39,,,,,,,ID_PI_ALARM_ML,1
7738457,FAL,6145856,F300        0314,,,CAB_B,2022-07-11,14:10:00,54530,41,2,3,772,PVPL,PI_NORMAL,VERDE,DIR_NORMAL,2804.0,3552.0,3552.0,3552.0,F1,58.0,0.0,100.0,2022-07-11 14:10:00,,,,,,,ID_PI_ALARM_ML,1
7739746,FAL,6147235,SB          0011,,,CAB_B,2022-07-11,15:33:44,203564,40,2,3,772,PVPL,PI_NORMAL,VERDE,DIR_NORMAL,2461.0,3117.0,3117.0,3117.0,F1,60.0,0.0,100.0,2022-07-11 15:33:44,,,,,,,ID_PI_ALARM_ML,1
7739934,FAL,6147307,F300        0314,,,CAB_B,2022-07-11,16:49:16,10779,40,2,3,772,PVPL,PI_NORMAL,VERDE,DIR_NORMAL,3025.0,3832.0,3832.0,3832.0,F1,62.0,0.0,100.0,2022-07-11 16:49:16,,,,,,,ID_PI_ALARM_ML,1
7739787,FAL,6147235,SB          0011,,,CAB_B,2022-07-11,18:17:10,248542,38,2,3,772,PVPL,PI_NORMAL,VERDE,DIR_NORMAL,3120.0,3952.0,3952.0,3952.0,F1,72.0,0.0,100.0,2022-07-11 18:17:10,,,,,,,ID_PI_ALARM_ML,1
7739971,FAL,6147307,F300        0314,,,CAB_B,2022-07-11,19:18:02,53166,41,2,3,772,PVPL,PI_NORMAL,VERDE,DIR_NORMAL,2870.0,3635.0,3635.0,3635.0,F1,61.0,0.0,100.0,2022-07-11 19:18:02,,,,,,,ID_PI_ALARM_ML,1
7739829,FAL,6147235,SB          0011,,,CAB_B,2022-07-11,20:16:43,293519,39,2,3,772,PVPL,PI_NORMAL,VERDE,DIR_NORMAL,3041.0,3852.0,3852.0,3852.0,F1,70.0,0.0,100.0,2022-07-11 20:16:43,,,,,,,ID_PI_ALARM_ML,1
108912,FAL,6147235,SB          0011,59.0,KM,CAB_B,2022-07-11,20:18:07,294137,48,2,3,772,,PI_NORMAL,,,1488.375,,,,F1,,,,2022-07-11 20:18:07,SB__________0011\2022-07_JULY\2022-07-11\SB__________0011_22-07-11_05-09-20_CANMVB_051.TXT.GZ,9.15.X.4F,SSC,ERRORE_NON_VITALE,617,54577807,ID_PI_ALARM_ML,1
7740008,FAL,6147307,F300        0314,,,CAB_B,2022-07-11,21:38:30,95558,36,2,3,772,PVPL,PI_NORMAL,VERDE,DIR_NORMAL,3569.0,4521.0,4521.0,4521.0,F1,74.0,0.0,100.0,2022-07-11 21:38:30,,,,,,,ID_PI_ALARM_ML,1
108956,FAL,6148529,SB          0011,59.0,LI,CAB_B,2022-07-12,05:38:56,11698,53,2,3,772,,PI_NORMAL,,,1488.375,,,,F1,,,,2022-07-12 05:38:56,SB__________0011\2022-07_JULY\2022-07-12\SB__________0011_22-07-12_04-35-33_CANMVB_021.TXT.GZ,9.15.X.4F,SSC,ERRORE_NON_VITALE,623,3853308,ID_PI_ALARM_ML,1
108965,FAL,6148529,SB          0011,59.0,GG,CAB_B,2022-07-12,07:13:31,56638,50,2,3,772,,PI_NORMAL,,,1488.375,,,,F1,,,,2022-07-12 07:13:31,SB__________0011\2022-07_JULY\2022-07-12\SB__________0011_22-07-12_04-35-33_CANMVB_021.TXT.GZ,9.15.X.4F,SSC,ERRORE_NON_VITALE,617,9530059,ID_PI_ALARM_ML,1
7724738,FAL,6131009,SB          0001,,,CAB_B,2022-07-06,10:26:35,13282,84,3,1,53,AVVISO_PL,PI_NORMAL,VERDE,DIR_NORMAL,2402.0,3042.0,3042.0,3042.0,F1,27.0,1.0,96.0,2022-07-06 10:26:35,,,,,,,ID_PI_ALARM_ML,2
7724546,FAL,6130738,ST          0003,,,CAB_B,2022-07-06,11:23:59,13370,90,3,1,53,AVVISO_PL,PI_NORMAL,VERDE,DIR_NORMAL,2331.0,2952.0,2952.0,2952.0,F1,25.0,0.0,100.0,2022-07-06 11:23:59,,,,,,,ID_PI_ALARM_ML,2
7725467,FAL,6131495,SBT         0007,,,CAB_B,2022-07-06,13:03:50,13310,86,3,1,53,AVVISO_PL,PI_NORMAL,VERDE,DIR_NORMAL,1612.0,2042.0,2042.0,2042.0,F1,19.0,0.0,100.0,2022-07-06 13:03:50,,,,,,,ID_PI_ALARM_ML,2
108559,FAL,6131315,SB          0002,51.0,--,CAB_B,2022-07-06,14:06:18,13405,87,3,1,53,,PI_NORMAL,,,0.0,,,,F1,,,,2022-07-06 14:06:18,SB__________0002\2022-07_JULY\2022-07-06\SB__________0002_22-07-06_13-33-15_CANMVB_004.TXT.GZ,9.15.X.4F,PRED_SSC_ATTIVO,ERRORE_VITALE,1970,2029060,ID_PI_ALARM_ML,2
108562,FAL,6131528,ST          0003,51.0,--,CAB_B,2022-07-06,14:32:24,13480,90,3,1,53,,PI_NORMAL,,,0.0,,,,F1,,,,2022-07-06 14:32:24,ST__________0003\2022-07_JULY\2022-07-06\ST__________0003_22-07-06_14-06-49_CANMVB_00.TXT.GZ,9.15.X.4F,PRED_SSC_ATTIVO,ERRORE_VITALE,1970,1540556,ID_PI_ALARM_ML,2
108564,FAL,6131597,ST          0006,51.0,--,CAB_B,2022-07-06,15:12:44,15739,85,3,1,53,,PI_NORMAL,,,0.0,,,,F1,,,,2022-07-06 15:12:44,ST__________0006\2022-07_JULY\2022-07-06\ST__________0006_22-07-06_13-37-44_CANMVB_00.TXT.GZ,9.15.X.4F,PRED_SSC_ATTIVO,ERRORE_VITALE,1972,5705053,ID_PI_ALARM_ML,2
108598,FAL,6134823,SB          0002,51.0,--,CAB_B,2022-07-07,16:00:45,13412,80,3,1,53,,PI_NORMAL,,,0.0,,,,F1,,,,2022-07-07 16:00:45,SB__________0002\2022-07_JULY\2022-07-07\SB__________0002_22-07-07_15-34-57_CANMVB_005.TXT.GZ,9.15.X.4F,PRED_SSC_ATTIVO,ERRORE_VITALE,1968,1596310,ID_PI_ALARM_ML,2
108632,FAL,6137933,SBT         0005,51.0,--,CAB_B,2022-07-08,15:13:48,15268,21,3,1,53,,PI_NORMAL,,,0.0,,,,F1,,,,2022-07-08 15:13:48,SBT_________0005\2022-07_JULY\2022-07-08\SBT_________0005_22-07-08_14-09-53_CANMVB_011.TXT.GZ,9.15.X.4F,PRED_SSC_ATTIVO,ERRORE_VITALE,1968,3888058,ID_PI_ALARM_ML,2
108635,FAL,6138353,SBT         0007,51.0,--,CAB_B,2022-07-08,19:40:14,13452,84,3,1,53,,PI_NORMAL,,,0.0,,,,F1,,,,2022-07-08 19:40:14,SBT_________0007\2022-07_JULY\2022-07-08\SBT_________0007_22-07-08_19-08-25_CANMVB_00.TXT.GZ,9.15.X.4F,PRED_SSC_ATTIVO,ERRORE_VITALE,1969,1909057,ID_PI_ALARM_ML,2
108728,FAL,6139305,SBT         0007,51.0,--,CAB_B,2022-07-09,05:36:09,13456,89,3,1,53,,PI_NORMAL,,,0.0,,,,F1,,,,2022-07-09 05:36:09,SBT_________0007\2022-07_JULY\2022-07-09\SBT_________0007_22-07-09_05-10-59_CANMVB_00.TXT.GZ,9.15.X.4F,PRED_SSC_ATTIVO,ERRORE_VITALE,1972,1509559,ID_PI_ALARM_ML,2
108779,FAL,6140950,ST          0002,51.0,--,CAB_B,2022-07-09,15:10:01,15266,85,3,1,53,,PI_NORMAL,,,0.0,,,,F1,,,,2022-07-09 15:10:01,ST__________0002\2022-07_JULY\2022-07-09\ST__________0002_22-07-09_14-15-11_CANMVB_024.TXT.GZ,9.15.X.4F,PRED_SSC_ATTIVO,ERRORE_VITALE,1975,3335052,ID_PI_ALARM_ML,2
108855,FAL,6145646,ST          0005,51.0,--,CAB_B,2022-07-11,08:17:02,13502,80,3,1,53,,PI_NORMAL,,,0.0,,,,F1,,,,2022-07-11 08:17:02,ST__________0005\2022-07_JULY\2022-07-11\ST__________0005_22-07-11_07-50-09_CANMVB_00.TXT.GZ,9.15.X.4F,PRED_SSC_ATTIVO,ERRORE_VITALE,1972,1618308,ID_PI_ALARM_ML,2
108860,FAL,6146466,SB          0002,51.0,--,CAB_B,2022-07-11,16:00:45,13421,89,3,1,53,,PI_NORMAL,,,0.0,,,,F1,,,,2022-07-11 16:00:45,SB__________0002\2022-07_JULY\2022-07-11\SB__________0002_22-07-11_15-37-16_CANMVB_009.TXT.GZ,9.15.X.4F,PRED_SSC_ATTIVO,ERRORE_VITALE,1969,1462810,ID_PI_ALARM_ML,2
108931,FAL,6147308,SB          0001,51.0,--,CAB_B,2022-07-11,18:04:01,238558,52,3,1,53,,PI_NORMAL,,,0.0,,,,F1,,,,2022-07-11 18:04:01,SB__________0001\2022-07_JULY\2022-07-11\SB__________0001_22-07-11_09-59-02_CANMVB_027.TXT.GZ,9.15.X.4F,PRED_SSC_ATTIVO,ERRORE_VITALE,1970,29131059,ID_PI_ALARM_ML,2
