ID,ID_REPOSITORY,ID_RUN,MATRICOLA_TRENO,ERRORE,SOTTOERRORE,CAB,DATE,ORARIO_MMI,DISTANZA,VELOCITA,NID_MACROAREA,NID_AREA,NID_PI,TIP,DIREZIONE,ASPETTO,DIREZIONE_DI_MARCIA,AIRGAP_INDEX,LUNGH_CONTATTO_ASW,LUNGH_CONTATTO_ABS,LUNGH_CONTATTO_INCR,FREQUENZA,N_SSC_TELEGRAMS,N_SSC_WRONG_TELEGRAMS,PERC_RIEMPIMENTO,TIMESTAMP,LOG_CANMVB_PATH,FKVERSIONE_SSB_SCMT,MODO_OP_SSC,TIPO_ERRORE,PC,TS,fkID_ALARM,ID_ISSUE
7528188,FAL,5929671,ST1NS       0007,,,CAB_A,2022-04-30,19:54:06,166783,87,3,1,52,AVVISO_PL,PI_REVERSE,VERDE,DIR_REVERSE,1999.0,2532.0,2532.0,2532.0,F1,21.0,1.0,95.0,2022-04-30 19:54:06,,,,,,,ID_PI_ALARM_ML,0
7529232,FAL,5932502,SB          0001,,,CAB_A,2022-04-30,22:04:24,46048,86,3,1,52,AVVISO_PL,PI_REVERSE,VERDE,DIR_REVERSE,1968.0,2493.0,2493.0,2493.0,F1,18.0,0.0,100.0,2022-04-30 22:04:24,,,,,,,ID_PI_ALARM_ML,0
7529319,FAL,5932503,ST          0001,,,CAB_A,2022-04-30,22:50:25,108898,88,3,1,52,AVVISO_PL,PI_REVERSE,VERDE,DIR_REVERSE,2515.0,3186.0,3186.0,3186.0,F1,26.0,0.0,100.0,2022-04-30 22:50:25,,,,,,,ID_PI_ALARM_ML,0
7529194,FAL,5932487,ST          0008,,,CAB_A,2022-04-30,23:28:53,39952,88,3,1,52,AVVISO_PL,PI_REVERSE,VERDE,DIR_REVERSE,2392.0,3030.0,3030.0,3030.0,F1,23.0,0.0,100.0,2022-04-30 23:28:53,,,,,,,ID_PI_ALARM_ML,0
103999,FAL,5933147,ST          0005,51.0,--,CAB_A,2022-05-02,05:45:23,46974,88,3,1,52,,PI_REVERSE,,,0.0,,,,F1,,,,2022-05-02 05:45:23,ST__________0005\2022-05_MAY\2022-05-02\ST__________0005_22-05-02_04-27-48_CANMVB_00.TXT.GZ,9.15.X.4F,PRED_SSC_ATTIVO,ERRORE_VITALE,2915,4661557,ID_PI_ALARM_ML,0
104043,FAL,5933760,ST          0001,51.0,--,CAB_A,2022-05-02,06:51:27,46402,88,3,1,52,,PI_REVERSE,,,0.0,,,,F1,,,,2022-05-02 06:51:27,ST__________0001\2022-05_MAY\2022-05-02\ST__________0001_22-05-02_05-36-45_CANMVB_00.TXT.GZ,9.15.X.4F,PRED_SSC_ATTIVO,ERRORE_VITALE,2913,4483059,ID_PI_ALARM_ML,0
104079,FAL,5935520,ST          0001,51.0,--,CAB_A,2022-05-02,22:49:02,109144,87,3,1,52,,PI_REVERSE,,,0.0,,,,F1,,,,2022-05-02 22:49:02,ST__________0001\2022-05_MAY\2022-05-02\ST__________0001_22-05-02_19-17-42_CANMVB_00.TXT.GZ,9.15.X.4F,PRED_SSC_ATTIVO,ERRORE_VITALE,2914,12681309,ID_PI_ALARM_ML,0
104141,FAL,5936461,ST          0001,51.0,--,CAB_A,2022-05-03,06:50:26,105582,87,3,1,52,,PI_REVERSE,,,0.0,,,,F1,,,,2022-05-03 06:50:26,ST__________0001\2022-05_MAY\2022-05-03\ST__________0001_22-05-03_03-54-18_CANMVB_00.TXT.GZ,9.15.X.4F,PRED_SSC_ATTIVO,ERRORE_VITALE,2917,10567559,ID_PI_ALARM_ML,0
104161,FAL,5936750,ST          0005,51.0,--,CAB_A,2022-05-03,09:18:20,107202,89,3,1,52,,PI_REVERSE,,,0.0,,,,F1,,,,2022-05-03 09:18:20,ST__________0005\2022-05_MAY\2022-05-03\ST__________0005_22-05-03_06-10-20_CANMVB_00.TXT.GZ,9.15.X.4F,PRED_SSC_ATTIVO,ERRORE_VITALE,2914,11286306,ID_PI_ALARM_ML,0
7534213,FAL,5937375,SBT         0005,,,CAB_A,2022-05-03,11:26:58,218313,81,3,1,52,AVVISO_PL,PI_REVERSE,VERDE,DIR_REVERSE,2161.0,2737.0,2737.0,2737.0,F1,26.0,0.0,100.0,2022-05-03 11:26:58,,,,,,,ID_PI_ALARM_ML,0
