MATRICOLA_TRENO,fkID_ALARM,ID_ISSUE,CLOSURE_USER,ASSIGNED_TO_USER,STATE,RESOLUTION,SEVERITY,ACTIONS_DONE,ACTIONS_TO_DO,NOTE,AFFECTED_RUNS,DISTANCE_AFTER_FIRST,POWER_ONS_AFTER_FIRST,MISSIONS_AFTER_FIRST,DISTANCE_AFTER_LAST,POWER_ONS_AFTER_LAST,MISSIONS_AFTER_LAST,ALARM_MODE,ALARM_EXPRESSION,HISTORY_LAST_UPDATE_BY_USER,DISTANCE_AFTER_UNDER_OBSERVATION,POWER_ONS_AFTER_UNDER_OBSERVATION,MISSIONS_AFTER_UNDER_OBSERVATION,IS_OBSERVATION_FINISHED,OPENING_USER,OPENING_DATETIME,CLOSURE_DATETIME,LAST_UPDATE_DATETIME,FIRST_AFFECTED_RUN,LAST_AFFECTED_RUN,LAST_RUN,UNDER_OBSERVATION_DATETIME,DETAILS,ID_REPOSITORY,ID_DATALOGGER,VER_SW_OBU_SCMT,VER_SW_OBU_ERTMS,SIGLA_COMPLESSO
52,ID_PI_ALARM_ML,0,,,NEW,,N/A,,,,0,,,,,,,UNKNOWN,,,,,,0,FAL_METODO_ML,2022-05-03 19:04:27.331976,2022-05-03 19:04:27.333426,2022-05-03 19:04:27.334185,2022-05-03 19:04:27.334907,2022-05-03 19:04:27.335619,2022-05-03 19:04:27.336333,2022-05-03 19:04:27.337078,NID_MACROAREA: 3 NID_AREA: 1,FAL,1301,SSB_SCMT,NOTAVAIL,COMP_DEF
